lcdc,lon,lat
17.625,-119.795,38.9581
7.75,-120.223,39.19109
20.875,-119.8581,39.24089
0.75,-120.2885,39.4738
14.5,-119.9218,39.5239
30.375,-120.4549,38.57567
6.375,-120.094,38.62627
33.25,-120.5208,38.8577
9.25,-120.1582,38.90858
2.375,-119.795,38.9581
9.625,-120.223,39.19109
12.25,-119.8581,39.24089
5.75,-120.2885,39.4738
8.75,-119.9218,39.5239
2.125,-120.4549,38.57567
0.0,-120.094,38.62627
0.375,-120.5208,38.8577
0.0,-120.1582,38.90858
0.125,-119.795,38.9581
1.125,-120.223,39.19109
0.25,-119.8581,39.24089
0.125,-120.2885,39.4738
6.375,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.125,-120.2885,39.4738
0.375,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
20.375,-120.4549,38.57567
4.375,-120.094,38.62627
21.25,-120.5208,38.8577
15.875,-120.1582,38.90858
10.25,-119.795,38.9581
16.25,-120.223,39.19109
10.75,-119.8581,39.24089
15.875,-120.2885,39.4738
12.625,-119.9218,39.5239
19.125,-120.4549,38.57567
6.0,-120.094,38.62627
20.75,-120.5208,38.8577
24.0,-120.1582,38.90858
58.875,-119.795,38.9581
32.125,-120.223,39.19109
72.375,-119.8581,39.24089
37.375,-120.2885,39.4738
75.0,-119.9218,39.5239
1.5,-120.4549,38.57567
0.0,-120.094,38.62627
0.875,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.25,-119.8581,39.24089
0.0,-120.2885,39.4738
0.875,-119.9218,39.5239
24.25,-120.4549,38.57567
5.75,-120.094,38.62627
29.125,-120.5208,38.8577
14.75,-120.1582,38.90858
4.5,-119.795,38.9581
14.625,-120.223,39.19109
2.875,-119.8581,39.24089
8.375,-120.2885,39.4738
8.25,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.875,-120.5208,38.8577
0.125,-120.1582,38.90858
0.125,-119.795,38.9581
2.625,-120.223,39.19109
0.375,-119.8581,39.24089
0.625,-120.2885,39.4738
4.75,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
7.75,-120.4549,38.57567
0.625,-120.094,38.62627
14.875,-120.5208,38.8577
1.875,-120.1582,38.90858
0.375,-119.795,38.9581
9.25,-120.223,39.19109
1.125,-119.8581,39.24089
10.75,-120.2885,39.4738
4.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
2.875,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
2.125,-120.223,39.19109
0.0,-119.8581,39.24089
0.125,-120.2885,39.4738
0.25,-119.9218,39.5239
39.0,-120.4549,38.57567
9.125,-120.094,38.62627
49.375,-120.5208,38.8577
27.75,-120.1582,38.90858
17.875,-119.795,38.9581
33.625,-120.223,39.19109
21.0,-119.8581,39.24089
28.625,-120.2885,39.4738
31.25,-119.9218,39.5239
53.75,-120.4549,38.57567
13.25,-120.094,38.62627
63.375,-120.5208,38.8577
45.5,-120.1582,38.90858
46.5,-119.795,38.9581
50.5,-120.223,39.19109
51.0,-119.8581,39.24089
52.125,-120.2885,39.4738
57.375,-119.9218,39.5239
15.25,-120.4549,38.57567
2.875,-120.094,38.62627
15.75,-120.5208,38.8577
10.125,-120.1582,38.90858
4.875,-119.795,38.9581
14.125,-120.223,39.19109
7.75,-119.8581,39.24089
15.375,-120.2885,39.4738
11.875,-119.9218,39.5239
57.0,-120.4549,38.57567
13.75,-120.094,38.62627
74.375,-120.5208,38.8577
23.5,-120.1582,38.90858
10.125,-119.795,38.9581
32.875,-120.223,39.19109
21.625,-119.8581,39.24089
18.625,-120.2885,39.4738
24.75,-119.9218,39.5239
16.875,-120.4549,38.57567
4.625,-120.094,38.62627
26.5,-120.5208,38.8577
9.875,-120.1582,38.90858
2.5,-119.795,38.9581
14.5,-120.223,39.19109
7.125,-119.8581,39.24089
14.125,-120.2885,39.4738
12.625,-119.9218,39.5239
55.625,-120.4549,38.57567
13.0,-120.094,38.62627
67.75,-120.5208,38.8577
28.875,-120.1582,38.90858
11.125,-119.795,38.9581
25.375,-120.223,39.19109
8.375,-119.8581,39.24089
15.375,-120.2885,39.4738
9.875,-119.9218,39.5239
77.625,-120.4549,38.57567
18.375,-120.094,38.62627
93.875,-120.5208,38.8577
40.875,-120.1582,38.90858
16.625,-119.795,38.9581
47.875,-120.223,39.19109
32.375,-119.8581,39.24089
32.375,-120.2885,39.4738
29.0,-119.9218,39.5239
6.25,-120.4549,38.57567
1.625,-120.094,38.62627
13.625,-120.5208,38.8577
2.875,-120.1582,38.90858
0.25,-119.795,38.9581
5.625,-120.223,39.19109
0.25,-119.8581,39.24089
2.25,-120.2885,39.4738
0.375,-119.9218,39.5239
46.25,-120.4549,38.57567
8.875,-120.094,38.62627
59.625,-120.5208,38.8577
14.75,-120.1582,38.90858
11.375,-119.795,38.9581
20.625,-120.223,39.19109
16.625,-119.8581,39.24089
13.375,-120.2885,39.4738
10.75,-119.9218,39.5239
56.375,-120.4549,38.57567
13.5,-120.094,38.62627
60.125,-120.5208,38.8577
28.875,-120.1582,38.90858
26.5,-119.795,38.9581
35.0,-120.223,39.19109
31.875,-119.8581,39.24089
23.625,-120.2885,39.4738
23.0,-119.9218,39.5239
2.5,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.25,-120.2885,39.4738
0.25,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.125,-120.2885,39.4738
0.0,-119.9218,39.5239
1.75,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.125,-119.8581,39.24089
0.0,-120.2885,39.4738
3.25,-119.9218,39.5239
63.25,-120.4549,38.57567
14.5,-120.094,38.62627
66.875,-120.5208,38.8577
47.875,-120.1582,38.90858
28.5,-119.795,38.9581
42.375,-120.223,39.19109
26.0,-119.8581,39.24089
28.625,-120.2885,39.4738
17.25,-119.9218,39.5239
65.875,-120.4549,38.57567
14.75,-120.094,38.62627
73.25,-120.5208,38.8577
49.75,-120.1582,38.90858
33.0,-119.795,38.9581
54.0,-120.223,39.19109
41.625,-119.8581,39.24089
47.375,-120.2885,39.4738
44.5,-119.9218,39.5239
7.5,-120.4549,38.57567
1.375,-120.094,38.62627
9.75,-120.5208,38.8577
2.875,-120.1582,38.90858
0.375,-119.795,38.9581
5.125,-120.223,39.19109
1.0,-119.8581,39.24089
7.375,-120.2885,39.4738
3.5,-119.9218,39.5239
32.25,-120.4549,38.57567
8.875,-120.094,38.62627
46.75,-120.5208,38.8577
34.875,-120.1582,38.90858
20.375,-119.795,38.9581
33.25,-120.223,39.19109
21.0,-119.8581,39.24089
27.75,-120.2885,39.4738
22.75,-119.9218,39.5239
19.125,-120.4549,38.57567
2.375,-120.094,38.62627
27.5,-120.5208,38.8577
9.25,-120.1582,38.90858
2.0,-119.795,38.9581
16.375,-120.223,39.19109
2.25,-119.8581,39.24089
17.25,-120.2885,39.4738
20.75,-119.9218,39.5239
73.0,-120.4549,38.57567
17.125,-120.094,38.62627
77.625,-120.5208,38.8577
60.625,-120.1582,38.90858
47.5,-119.795,38.9581
59.625,-120.223,39.19109
48.375,-119.8581,39.24089
60.5,-120.2885,39.4738
50.625,-119.9218,39.5239
19.125,-120.4549,38.57567
3.125,-120.094,38.62627
27.375,-120.5208,38.8577
10.375,-120.1582,38.90858
8.25,-119.795,38.9581
10.625,-120.223,39.19109
8.875,-119.8581,39.24089
9.125,-120.2885,39.4738
15.0,-119.9218,39.5239
10.0,-120.4549,38.57567
3.125,-120.094,38.62627
18.875,-120.5208,38.8577
5.125,-120.1582,38.90858
0.25,-119.795,38.9581
5.125,-120.223,39.19109
0.0,-119.8581,39.24089
3.25,-120.2885,39.4738
0.25,-119.9218,39.5239
1.625,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.375,-120.2885,39.4738
3.0,-119.9218,39.5239
2.25,-120.4549,38.57567
1.25,-120.094,38.62627
2.75,-120.5208,38.8577
7.0,-120.1582,38.90858
20.5,-119.795,38.9581
5.875,-120.223,39.19109
18.25,-119.8581,39.24089
2.5,-120.2885,39.4738
21.875,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.25,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
19.875,-120.4549,38.57567
4.75,-120.094,38.62627
22.75,-120.5208,38.8577
7.0,-120.1582,38.90858
8.0,-119.795,38.9581
11.125,-120.223,39.19109
9.875,-119.8581,39.24089
9.5,-120.2885,39.4738
15.0,-119.9218,39.5239
2.75,-120.4549,38.57567
1.375,-120.094,38.62627
3.625,-120.5208,38.8577
4.75,-120.1582,38.90858
15.25,-119.795,38.9581
5.5,-120.223,39.19109
14.25,-119.8581,39.24089
3.875,-120.2885,39.4738
12.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
3.75,-120.4549,38.57567
2.125,-120.094,38.62627
3.125,-120.5208,38.8577
12.75,-120.1582,38.90858
21.875,-119.795,38.9581
9.125,-120.223,39.19109
23.125,-119.8581,39.24089
11.0,-120.2885,39.4738
19.75,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
1.5,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
1.125,-120.4549,38.57567
3.375,-120.094,38.62627
2.0,-120.5208,38.8577
17.375,-120.1582,38.90858
57.875,-119.795,38.9581
16.625,-120.223,39.19109
44.0,-119.8581,39.24089
24.375,-120.2885,39.4738
43.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
6.375,-120.4549,38.57567
1.5,-120.094,38.62627
9.125,-120.5208,38.8577
5.25,-120.1582,38.90858
1.5,-119.795,38.9581
4.375,-120.223,39.19109
0.375,-119.8581,39.24089
3.0,-120.2885,39.4738
3.5,-119.9218,39.5239
5.0,-120.4549,38.57567
1.125,-120.094,38.62627
7.875,-120.5208,38.8577
6.375,-120.1582,38.90858
4.75,-119.795,38.9581
17.375,-120.223,39.19109
13.875,-119.8581,39.24089
27.5,-120.2885,39.4738
32.75,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.625,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.125,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
3.625,-120.4549,38.57567
1.25,-120.094,38.62627
4.875,-120.5208,38.8577
1.875,-120.1582,38.90858
0.0,-119.795,38.9581
0.75,-120.223,39.19109
0.125,-119.8581,39.24089
0.0,-120.2885,39.4738
0.5,-119.9218,39.5239
45.875,-120.4549,38.57567
12.375,-120.094,38.62627
54.75,-120.5208,38.8577
30.0,-120.1582,38.90858
54.0,-119.795,38.9581
45.75,-120.223,39.19109
63.125,-119.8581,39.24089
48.625,-120.2885,39.4738
66.125,-119.9218,39.5239
0.0,-120.4549,38.57567
0.125,-120.094,38.62627
0.0,-120.5208,38.8577
0.25,-120.1582,38.90858
2.25,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
54.75,-120.4549,38.57567
12.125,-120.094,38.62627
58.75,-120.5208,38.8577
23.75,-120.1582,38.90858
24.25,-119.795,38.9581
27.875,-120.223,39.19109
30.5,-119.8581,39.24089
17.5,-120.2885,39.4738
19.25,-119.9218,39.5239
51.25,-120.4549,38.57567
9.125,-120.094,38.62627
60.25,-120.5208,38.8577
15.625,-120.1582,38.90858
9.0,-119.795,38.9581
31.375,-120.223,39.19109
18.75,-119.8581,39.24089
30.625,-120.2885,39.4738
26.25,-119.9218,39.5239
42.75,-120.4549,38.57567
9.5,-120.094,38.62627
43.25,-120.5208,38.8577
13.875,-120.1582,38.90858
0.0,-119.795,38.9581
7.5,-120.223,39.19109
0.25,-119.8581,39.24089
6.125,-120.2885,39.4738
