vwnd,lon,lat
2.0730934,-120.223,39.19109
2.207859,-119.8581,39.24089
1.4822731,-120.2885,39.4738
2.2068825,-119.9218,39.5239
1.0398064,-120.4549,38.57567
1.7194939,-120.094,38.62627
1.7273064,-120.5208,38.8577
1.7234001,-120.1582,38.90858
2.025158,-119.795,38.9581
1.1159782,-120.223,39.19109
1.8073845,-119.8581,39.24089
0.22925949,-120.2885,39.4738
1.8112907,-119.9218,39.5239
-1.3082161,-120.4549,38.57567
1.9095573,-120.094,38.62627
-0.75938797,-120.5208,38.8577
1.9144402,-120.1582,38.90858
0.49451828,-119.795,38.9581
0.5169792,-120.223,39.19109
0.32557297,-119.8581,39.24089
-0.56700516,-120.2885,39.4738
0.32947922,-119.9218,39.5239
-1.3947315,-120.4549,38.57567
1.8415966,-120.094,38.62627
-0.059770584,-120.5208,38.8577
1.8445263,-120.1582,38.90858
1.3728466,-119.795,38.9581
0.2790966,-120.223,39.19109
1.3699169,-119.8581,39.24089
-0.88887215,-120.2885,39.4738
1.3738232,-119.9218,39.5239
-4.055955,-120.4549,38.57567
-0.88700986,-120.094,38.62627
-3.6780255,-120.5208,38.8577
-0.8879864,-120.1582,38.90858
-1.6497052,-119.795,38.9581
-2.0959942,-120.223,39.19109
-2.2766583,-119.8581,39.24089
-1.8137677,-120.2885,39.4738
-2.2786114,-119.9218,39.5239
-1.138216,-120.4549,38.57567
1.0151043,-120.094,38.62627
-0.86868477,-120.5208,38.8577
1.0151043,-120.1582,38.90858
1.7660809,-119.795,38.9581
1.1127605,-120.223,39.19109
1.9692059,-119.8581,39.24089
0.51315117,-120.2885,39.4738
1.9692059,-119.9218,39.5239
0.09996736,-120.4549,38.57567
1.4827799,-120.094,38.62627
0.13707674,-120.5208,38.8577
1.4837564,-120.1582,38.90858
2.0413737,-119.795,38.9581
1.9593424,-120.223,39.19109
2.255241,-119.8581,39.24089
0.79527986,-120.2885,39.4738
2.2532878,-119.9218,39.5239
2.1932716,-120.4549,38.57567
1.8641701,-120.094,38.62627
2.3973732,-120.5208,38.8577
1.8631935,-120.1582,38.90858
2.6913185,-119.795,38.9581
2.9901466,-120.223,39.19109
3.6561623,-119.8581,39.24089
2.065342,-120.2885,39.4738
3.6532326,-119.9218,39.5239
0.854723,-120.4549,38.57567
1.6935902,-120.094,38.62627
1.214098,-120.5208,38.8577
1.6945667,-120.1582,38.90858
2.2726917,-119.795,38.9581
2.6525745,-120.223,39.19109
2.8810902,-119.8581,39.24089
1.7062855,-120.2885,39.4738
2.8820667,-119.9218,39.5239
-0.66819763,-120.4549,38.57567
-0.24241638,-120.094,38.62627
-0.87327576,-120.5208,38.8577
-0.24143982,-120.1582,38.90858
0.7507477,-119.795,38.9581
0.7116852,-120.223,39.19109
0.9841461,-119.8581,39.24089
0.28102112,-120.2885,39.4738
0.982193,-119.9218,39.5239
0.73183656,-120.4549,38.57567
0.9056647,-120.094,38.62627
1.0189459,-120.5208,38.8577
0.9076178,-120.1582,38.90858
-0.90292907,-119.795,38.9581
-1.2427728,-120.223,39.19109
-1.1607416,-119.8581,39.24089
-1.7339838,-120.2885,39.4738
-1.1587884,-119.9218,39.5239
-3.8131151,-120.4549,38.57567
0.96911144,-120.094,38.62627
-3.396123,-120.5208,38.8577
0.97106457,-120.1582,38.90858
-2.0553026,-119.795,38.9581
-1.6099901,-120.223,39.19109
-2.4078417,-119.8581,39.24089
-1.9078417,-120.2885,39.4738
-2.4068651,-119.9218,39.5239
-4.214468,-120.4549,38.57567
0.007211685,-120.094,38.62627
-3.7877102,-120.5208,38.8577
0.007211685,-120.1582,38.90858
