cdlyr,lon,lat
29.125,-120.2885,39.4738
44.25,-119.9218,39.5239
18.125,-120.4549,38.57567
16.875,-120.094,38.62627
20.0,-120.5208,38.8577
18.5,-120.1582,38.90858
18.5,-119.795,38.9581
22.125,-120.223,39.19109
20.125,-119.8581,39.24089
26.25,-120.2885,39.4738
19.75,-119.9218,39.5239
78.5,-120.4549,38.57567
63.625,-120.094,38.62627
83.75,-120.5208,38.8577
65.25,-120.1582,38.90858
62.875,-119.795,38.9581
70.5,-120.223,39.19109
71.0,-119.8581,39.24089
68.0,-120.2885,39.4738
70.125,-119.9218,39.5239
89.375,-120.4549,38.57567
66.25,-120.094,38.62627
84.125,-120.5208,38.8577
68.75,-120.1582,38.90858
62.75,-119.795,38.9581
73.25,-120.223,39.19109
70.625,-119.8581,39.24089
66.5,-120.2885,39.4738
60.5,-119.9218,39.5239
69.5,-120.4549,38.57567
77.25,-120.094,38.62627
74.75,-120.5208,38.8577
67.25,-120.1582,38.90858
59.875,-119.795,38.9581
64.125,-120.223,39.19109
66.125,-119.8581,39.24089
52.125,-120.2885,39.4738
60.625,-119.9218,39.5239
24.25,-120.4549,38.57567
6.875,-120.094,38.62627
34.125,-120.5208,38.8577
9.5,-120.1582,38.90858
8.0,-119.795,38.9581
11.875,-120.223,39.19109
10.125,-119.8581,39.24089
13.125,-120.2885,39.4738
11.0,-119.9218,39.5239
44.5,-120.4549,38.57567
32.5,-120.094,38.62627
43.75,-120.5208,38.8577
37.0,-120.1582,38.90858
34.625,-119.795,38.9581
40.625,-120.223,39.19109
40.875,-119.8581,39.24089
43.875,-120.2885,39.4738
51.25,-119.9218,39.5239
94.625,-120.4549,38.57567
72.875,-120.094,38.62627
94.5,-120.5208,38.8577
71.0,-120.1582,38.90858
58.125,-119.795,38.9581
75.875,-120.223,39.19109
66.375,-119.8581,39.24089
72.875,-120.2885,39.4738
77.625,-119.9218,39.5239
87.875,-120.4549,38.57567
79.625,-120.094,38.62627
86.0,-120.5208,38.8577
70.125,-120.1582,38.90858
48.125,-119.795,38.9581
74.0,-120.223,39.19109
69.0,-119.8581,39.24089
75.75,-120.2885,39.4738
64.125,-119.9218,39.5239
83.75,-120.4549,38.57567
78.0,-120.094,38.62627
65.0,-120.5208,38.8577
78.375,-120.1582,38.90858
60.25,-119.795,38.9581
72.875,-120.223,39.19109
67.625,-119.8581,39.24089
72.0,-120.2885,39.4738
