wcvflx,lon,lat
-27331.586,-119.795,38.9581
-28909.086,-120.223,39.19109
-28046.586,-119.8581,39.24089
-30584.086,-120.2885,39.4738
-26706.586,-119.9218,39.5239
-10088.895,-120.4549,38.57567
-11736.395,-120.094,38.62627
-10801.395,-120.5208,38.8577
-12748.895,-120.1582,38.90858
-13631.395,-119.795,38.9581
-13918.895,-120.223,39.19109
-14523.895,-119.8581,39.24089
-15063.895,-120.2885,39.4738
-14721.395,-119.9218,39.5239
-9887.818,-120.4549,38.57567
-12655.318,-120.094,38.62627
-10802.818,-120.5208,38.8577
-13067.818,-120.1582,38.90858
-12965.318,-119.795,38.9581
-13245.318,-120.223,39.19109
-13077.818,-119.8581,39.24089
-13257.818,-120.2885,39.4738
-13470.318,-119.9218,39.5239
-15393.723,-120.4549,38.57567
-14378.723,-120.094,38.62627
-16383.723,-120.5208,38.8577
-15288.723,-120.1582,38.90858
-13963.723,-119.795,38.9581
