hcdc,lon,lat
15.875,-119.8581,39.24089
22.0,-120.2885,39.4738
21.875,-119.9218,39.5239
33.0,-120.4549,38.57567
27.5,-120.094,38.62627
34.75,-120.5208,38.8577
29.625,-120.1582,38.90858
29.75,-119.795,38.9581
31.875,-120.223,39.19109
33.0,-119.8581,39.24089
34.125,-120.2885,39.4738
39.0,-119.9218,39.5239
43.625,-120.4549,38.57567
50.125,-120.094,38.62627
45.375,-120.5208,38.8577
46.875,-120.1582,38.90858
51.25,-119.795,38.9581
51.875,-120.223,39.19109
51.5,-119.8581,39.24089
58.375,-120.2885,39.4738
61.25,-119.9218,39.5239
22.0,-120.4549,38.57567
22.5,-120.094,38.62627
35.875,-120.5208,38.8577
38.5,-120.1582,38.90858
33.0,-119.795,38.9581
57.25,-120.223,39.19109
48.5,-119.8581,39.24089
61.625,-120.2885,39.4738
54.375,-119.9218,39.5239
6.25,-120.4549,38.57567
7.25,-120.094,38.62627
5.25,-120.5208,38.8577
7.0,-120.1582,38.90858
8.0,-119.795,38.9581
9.5,-120.223,39.19109
10.75,-119.8581,39.24089
13.875,-120.2885,39.4738
11.75,-119.9218,39.5239
68.5,-120.4549,38.57567
58.875,-120.094,38.62627
67.5,-120.5208,38.8577
58.0,-120.1582,38.90858
54.5,-119.795,38.9581
59.875,-120.223,39.19109
53.5,-119.8581,39.24089
63.5,-120.2885,39.4738
60.375,-119.9218,39.5239
71.75,-120.4549,38.57567
48.25,-120.094,38.62627
65.625,-120.5208,38.8577
41.75,-120.1582,38.90858
27.875,-119.795,38.9581
